player_id,salary,pos,age,tm,g,gs,mp,fg,3p,2p,ft,orb,drb,trb,ast,stl,blk,tov,pf,pts,season,season_end,season_start,age_group,team,position
bartowi01,3533333,SG,26,DEN,60,19,1705,295,87,208,143,58,201,259,206,48,28,97,110,820,2016-17,2017,2016,1,8,6
bassbr01,1551659,PF,31,LAC,52,0,577,107,1,106,77,43,86,129,21,14,11,29,45,292,2016-17,2017,2016,2,13,2
batumni01,20869566,SG,28,CHO,77,77,2617,393,135,258,243,46,435,481,456,86,29,194,109,1164,2016-17,2017,2016,2,5,6
bayleje01,9424084,PG,28,PHI,3,1,71,11,2,9,9,3,9,12,13,0,0,9,4,33,2016-17,2017,2016,2,23,4
baynear01,6500000,C,30,DET,75,2,1163,143,0,143,79,111,222,333,32,17,39,50,166,365,2016-17,2017,2016,2,9,1
bazemke01,15730338,SF,27,ATL,73,64,1963,295,92,203,119,45,186,231,177,91,52,125,165,801,2016-17,2017,2016,2,1,5
bealbr01,22116750,SG,23,WAS,77,77,2684,637,223,414,282,53,187,240,267,83,21,156,169,1779,2016-17,2017,2016,1,31,6
beaslma01,1627320,SG,20,DEN,22,1,165,33,9,24,8,5,12,17,11,7,0,8,10,83,2016-17,2017,2016,1,8,6
beaslmi01,1403611,PF,28,MIL,56,6,935,216,18,198,78,40,153,193,53,27,27,66,92,528,2016-17,2017,2016,2,17,2
beaslmi01,777777,PF,28,MIL,56,6,935,216,18,198,78,40,153,193,53,27,27,66,92,528,2016-17,2017,2016,2,17,2
belinma01,6333333,SG,30,CHO,74,0,1778,264,102,162,150,14,164,178,147,44,9,70,90,780,2016-17,2017,2016,2,5,6
bembrde01,1499760,SF,22,ATL,38,1,371,47,1,46,6,14,45,59,28,8,5,16,21,101,2016-17,2017,2016,1,1,5
bendedr01,4276320,PF,19,PHO,43,0,574,57,28,29,4,23,80,103,23,10,22,32,74,146,2016-17,2017,2016,1,24,2
bennean01,1015696,PF,23,BRK,23,1,264,38,13,25,26,25,53,78,12,5,3,12,18,115,2016-17,2017,2016,1,3,2
bentibe01,250000,PF,21,DAL,3,0,10,0,0,0,0,0,2,2,0,0,0,1,1,0,2016-17,2017,2016,1,7,2
bentibe01,50000,PF,21,DAL,3,0,10,0,0,0,0,0,2,2,0,0,0,1,1,0,2016-17,2017,2016,1,7,2
bentibe01,31969,PF,21,DAL,3,0,10,0,0,0,0,0,2,2,0,0,0,1,1,0,2016-17,2017,2016,1,7,2
bertada01,543471,PF,24,SAS,67,6,808,103,69,34,28,22,76,98,46,20,28,32,75,303,2016-17,2017,2016,1,27,2
beverpa01,6000000,SG,28,HOU,67,67,2058,228,110,118,73,95,298,393,281,99,25,100,222,639,2016-17,2017,2016,2,11,6
biyombi01,17000000,C,24,ORL,81,27,1793,179,0,179,125,157,410,567,74,25,91,95,202,483,2016-17,2017,2016,1,22,1
bjeline01,3800000,PF,28,MIN,65,1,1190,151,56,95,45,57,187,244,79,40,20,59,154,403,2016-17,2017,2016,2,18,2
blackta01,6191000,C,25,LAL,67,16,1091,150,1,149,82,144,199,343,39,29,44,58,173,383,2016-17,2017,2016,1,14,1
bledser01,14000000,PG,27,PHO,66,66,2176,449,104,345,388,52,268,320,418,91,31,224,164,1390,2016-17,2017,2016,2,24,4
bogdabo02,3730653,SF,27,TOT,81,54,2083,376,144,232,217,37,240,277,111,34,7,131,146,1113,2016-17,2017,2016,2,29,5
bogdabo02,3730653,SF,27,BRK,55,54,1482,269,99,170,146,23,174,197,90,24,3,93,99,783,2016-17,2017,2016,2,3,5
bogdabo02,3730653,SF,27,WAS,26,0,601,107,45,62,71,14,66,80,21,10,4,38,47,330,2016-17,2017,2016,2,31,5
bogutan01,11027027,C,32,TOT,27,21,583,38,0,38,3,56,162,218,49,13,25,43,86,79,2016-17,2017,2016,2,29,1
bogutan01,242224,C,32,TOT,27,21,583,38,0,38,3,56,162,218,49,13,25,43,86,79,2016-17,2017,2016,2,29,1
bogutan01,11027027,C,32,DAL,26,21,582,38,0,38,3,56,162,218,49,13,25,43,84,79,2016-17,2017,2016,2,7,1
bogutan01,242224,C,32,DAL,26,21,582,38,0,38,3,56,162,218,49,13,25,43,84,79,2016-17,2017,2016,2,7,1
bogutan01,11027027,C,32,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2016-17,2017,2016,2,6,1
bogutan01,242224,C,32,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2016-17,2017,2016,2,6,1
bookede01,2223600,SG,20,PHO,78,78,2730,606,147,459,367,46,203,249,268,72,21,241,242,1726,2016-17,2017,2016,1,24,6
booketr01,9250000,PF,29,BRK,71,43,1754,305,25,280,74,143,428,571,138,75,28,127,152,709,2016-17,2017,2016,2,3,2
bradlav01,8269663,SG,26,BOS,55,55,1835,359,108,251,68,65,269,334,122,68,11,88,141,894,2016-17,2017,2016,1,2,6
breweco01,7600000,SF,30,TOT,82,11,1281,147,27,120,50,32,134,166,97,61,20,55,133,371,2016-17,2017,2016,2,29,5
breweco01,7600000,SF,30,HOU,58,8,923,94,22,72,32,21,93,114,61,37,12,36,104,242,2016-17,2017,2016,2,11,5
breweco01,7600000,SF,30,LAL,24,3,358,53,5,48,18,11,41,52,36,24,8,19,29,129,2016-17,2017,2016,2,14,5
brogdma01,925000,SG,24,MIL,75,28,1982,290,78,212,109,47,166,213,317,84,12,113,140,767,2016-17,2017,2016,1,17,6
brookaa01,2700000,PG,32,IND,65,0,894,121,48,73,32,18,51,69,125,25,9,66,93,322,2016-17,2017,2016,2,12,4
brownbo02,934293,PG,32,HOU,25,0,123,23,14,9,2,0,6,6,14,1,0,5,5,62,2016-17,2017,2016,2,11,4
brownja02,4743000,SF,20,BOS,78,20,1341,192,46,146,85,45,175,220,64,35,18,68,142,515,2016-17,2017,2016,1,2,5
brussni01,543471,SG,23,DAL,54,2,521,52,29,23,17,26,69,95,47,17,8,26,43,150,2016-17,2017,2016,1,7,6
bullore01,2255644,SF,25,DET,31,5,467,54,28,26,5,13,51,64,29,18,3,10,22,141,2016-17,2017,2016,1,9,5
burketr01,3386598,PG,24,WAS,57,0,703,116,31,85,22,7,40,47,100,11,5,48,54,285,2016-17,2017,2016,1,31,4
burksal01,10154495,SG,25,UTA,42,0,653,99,25,74,60,17,103,120,30,18,5,35,50,283,2016-17,2017,2016,1,30,6
butleji01,17552209,SF,27,CHI,76,75,2809,570,91,479,585,129,341,470,417,143,32,159,112,1816,2016-17,2017,2016,2,4,5
cabocbr01,1589640,SF,21,TOR,9,0,40,6,2,4,0,5,5,10,4,2,1,2,4,14,2016-17,2017,2016,1,28,5
caldejo01,7708427,PG,35,TOT,41,13,539,55,20,35,11,15,59,74,88,11,1,41,36,141,2016-17,2017,2016,3,29,4
caldejo01,392478,PG,35,TOT,41,13,539,55,20,35,11,15,59,74,88,11,1,41,36,141,2016-17,2017,2016,3,29,4
caldejo01,7708427,PG,35,LAL,24,11,292,32,12,20,4,8,34,42,51,7,1,26,22,80,2016-17,2017,2016,3,14,4
caldejo01,392478,PG,35,LAL,24,11,292,32,12,20,4,8,34,42,51,7,1,26,22,80,2016-17,2017,2016,3,14,4
caldejo01,7708427,PG,35,ATL,17,2,247,23,8,15,7,7,25,32,37,4,0,15,14,61,2016-17,2017,2016,3,1,4
caldejo01,392478,PG,35,ATL,17,2,247,23,8,15,7,7,25,32,37,4,0,15,14,61,2016-17,2017,2016,3,1,4
caldwke01,3678319,SG,23,DET,76,75,2529,370,153,217,154,55,193,248,193,89,12,86,118,1047,2016-17,2017,2016,1,9,6
canaais01,1015696,SG,25,CHI,39,0,592,63,25,38,30,6,44,50,37,22,1,21,35,181,2016-17,2017,2016,1,4,6
capelca01,1296240,C,22,HOU,65,59,1551,362,0,362,94,178,348,526,63,34,79,87,179,818,2016-17,2017,2016,1,11,1
carrode01,14200000,SF,30,TOR,72,72,1882,220,109,111,89,63,212,275,74,81,27,54,143,638,2016-17,2017,2016,2,28,5
cartevi01,4264057,SF,40,MEM,73,15,1799,193,112,81,88,36,191,227,133,60,36,50,163,586,2016-17,2017,2016,3,15,5
cartemi01,3183526,PG,25,CHI,45,19,846,112,15,97,58,24,129,153,113,38,23,66,102,297,2016-17,2017,2016,1,4,4
casspom01,3000000,PF,28,TOT,36,2,643,77,15,62,17,27,85,112,37,23,3,29,50,186,2016-17,2017,2016,2,29,2
casspom01,138414,PF,28,TOT,36,2,643,77,15,62,17,27,85,112,37,23,3,29,50,186,2016-17,2017,2016,2,29,2
casspom01,3000000,PF,28,SAC,22,2,397,53,11,42,12,20,70,90,26,10,1,17,23,129,2016-17,2017,2016,2,26,2
casspom01,138414,PF,28,SAC,22,2,397,53,11,42,12,20,70,90,26,10,1,17,23,129,2016-17,2017,2016,2,26,2
casspom01,3000000,PF,28,NOP,1,0,24,5,2,3,0,1,1,2,0,0,0,2,3,12,2016-17,2017,2016,2,19,2
casspom01,138414,PF,28,NOP,1,0,24,5,2,3,0,1,1,2,0,0,0,2,3,12,2016-17,2017,2016,2,19,2
casspom01,3000000,PF,28,MIN,13,0,222,19,2,17,5,6,14,20,11,13,2,10,24,45,2016-17,2017,2016,2,18,2
casspom01,138414,PF,28,MIN,13,0,222,19,2,17,5,6,14,20,11,13,2,10,24,45,2016-17,2017,2016,2,18,2
caulewi01,3551160,C,23,SAC,75,21,1421,255,0,255,101,85,254,339,80,53,44,69,147,611,2016-17,2017,2016,1,26,1
chandty01,12415000,C,34,PHO,47,46,1298,153,0,153,91,153,386,539,30,33,24,65,126,397,2016-17,2017,2016,3,24,1
chandwi01,11200000,SF,29,DEN,71,33,2197,433,110,323,141,103,357,460,141,51,30,114,172,1117,2016-17,2017,2016,2,8,5
chrisma01,2941440,PF,19,PHO,82,75,1743,284,72,212,113,96,252,348,60,67,70,108,263,753,2016-17,2017,2016,1,24,2
chrisra01,1052342,PF,25,IND,29,0,219,19,0,19,21,26,30,56,4,3,6,8,37,59,2016-17,2017,2016,1,12,2
chrisse01,543471,PG,24,OKC,64,1,973,77,12,65,17,19,68,87,130,28,7,43,79,183,2016-17,2017,2016,1,21,4
clarkia01,1015696,SG,25,GSW,77,0,1137,211,61,150,44,22,99,121,90,39,8,55,77,527,2016-17,2017,2016,1,10,6
clarkjo01,12500000,SG,24,LAL,82,19,2397,477,117,360,134,49,197,246,213,88,8,164,150,1205,2016-17,2017,2016,1,14,6
coleno01,247991,PG,28,OKC,13,0,125,16,3,13,8,0,11,11,14,8,0,7,18,43,2016-17,2017,2016,2,21,4
collida01,5229454,PG,29,SAC,68,64,2063,340,73,267,147,23,129,152,312,67,9,114,119,900,2016-17,2017,2016,2,26,4
collini01,3750000,PF,36,OKC,20,0,128,14,0,14,5,9,22,31,12,2,2,4,17,33,2016-17,2017,2016,3,21,2
conlemi01,26540100,PG,29,MEM,69,68,2292,464,171,293,316,31,210,241,433,92,19,156,126,1415,2016-17,2017,2016,2,15,4
connapa01,874636,SG,24,POR,39,1,316,37,17,20,7,10,42,52,28,6,2,17,23,98,2016-17,2017,2016,1,25,6
couside01,16957900,C,26,TOT,72,72,2465,647,131,516,517,152,642,794,332,100,93,269,278,1942,2016-17,2017,2016,1,29,1
couside01,16957900,C,26,SAC,55,55,1891,505,95,410,423,115,468,583,266,75,74,207,203,1528,2016-17,2017,2016,1,26,1
couside01,16957900,C,26,NOP,17,17,574,142,36,106,94,37,174,211,66,25,19,62,75,414,2016-17,2017,2016,1,19,1
covinro01,1015696,SF,26,PHI,67,67,2119,292,137,155,143,92,344,436,102,127,69,131,203,864,2016-17,2017,2016,1,23,5
crabbal01,18500000,SG,24,POR,79,7,2254,303,134,169,105,19,207,226,94,54,20,62,171,845,2016-17,2017,2016,1,25,6
crawfja01,13253012,SG,36,LAC,82,1,2157,359,116,243,174,17,112,129,214,61,14,134,115,1008,2016-17,2017,2016,3,13,6
crawfjo02,234915,SG,28,NOP,19,0,442,105,37,68,20,4,30,34,57,11,2,25,30,267,2016-17,2017,2016,2,19,6
crowdja01,6286408,SF,26,BOS,72,72,2335,333,157,176,176,48,367,415,155,73,23,80,161,999,2016-17,2017,2016,1,2,5
cunnida01,2978250,PF,29,NOP,66,35,1649,174,71,103,16,56,221,277,37,39,28,28,100,435,2016-17,2017,2016,2,19,2
curryse01,2898000,PG,26,DAL,70,42,2029,338,137,201,85,25,154,179,189,79,7,92,126,898,2016-17,2017,2016,1,7,4
curryst01,12112359,PG,28,GSW,79,79,2638,675,324,351,325,61,292,353,524,142,17,239,183,1999,2016-17,2017,2016,2,10,4
danietr01,3332940,SG,25,MEM,67,3,1183,185,138,47,43,22,78,100,46,20,4,45,90,551,2016-17,2017,2016,1,15,6
davisan02,22116750,C,23,NOP,75,75,2708,770,40,730,519,172,712,884,157,94,167,181,168,2099,2016-17,2017,2016,1,19,1
davisde01,1369229,C,20,MEM,36,0,238,24,0,24,10,20,40,60,2,3,17,8,40,58,2016-17,2017,2016,1,15,1
davised01,6666667,PF,27,POR,46,12,789,75,0,75,50,96,148,244,26,15,22,37,137,200,2016-17,2017,2016,2,25,2
dedmode01,2898000,C,27,SAS,76,37,1330,161,0,161,65,129,367,496,44,37,61,61,180,387,2016-17,2017,2016,2,27,1
dekkesa01,1720560,PF,22,HOU,77,2,1419,203,60,143,38,94,190,284,76,38,21,41,83,504,2016-17,2017,2016,1,11,2
delanma01,2500000,PG,27,ATL,73,2,1248,145,26,119,75,10,113,123,193,39,1,95,112,391,2016-17,2017,2016,2,1,4
dellama01,9607500,PG,26,MIL,76,54,1986,208,79,129,82,24,123,147,357,53,0,133,153,577,2016-17,2017,2016,1,17,4
denglu01,18000000,SF,31,LAL,56,49,1486,164,51,113,46,63,232,295,74,48,20,43,61,425,2016-17,2017,2016,2,14,5
derozde01,26540100,SG,27,TOR,74,74,2620,721,33,688,545,70,316,386,290,78,13,180,134,2020,2016-17,2017,2016,2,28,6
diallch01,543471,PF,20,NOP,17,0,199,36,0,36,15,23,50,73,4,4,7,7,17,87,2016-17,2017,2016,1,19,2
diawbo01,7000000,PF,34,UTA,73,33,1283,146,20,126,26,46,112,158,170,18,9,87,83,338,2016-17,2017,2016,3,30,2
dienggo01,2348783,PF,27,MIN,82,82,2653,332,16,316,136,188,459,647,158,88,95,107,254,816,2016-17,2017,2016,2,18,2
dinwisp01,726672,PG,23,BRK,59,18,1334,134,38,96,126,27,137,164,185,44,23,66,119,432,2016-17,2017,2016,1,3,4
douglto01,603558,PG,30,MEM,24,0,394,43,7,36,24,13,48,61,56,18,5,21,50,117,2016-17,2017,2016,2,15,4
dragigo01,15890000,PG,30,MIA,73,73,2459,534,117,417,298,62,217,279,423,89,13,212,199,1483,2016-17,2017,2016,2,16,4
drumman01,22116750,C,23,DET,81,81,2409,483,2,481,137,345,770,1115,90,124,89,152,237,1105,2016-17,2017,2016,1,9,1
dudleja01,10470000,PF,31,PHO,64,7,1362,157,77,80,43,31,194,225,121,42,16,73,154,434,2016-17,2017,2016,2,24,2
dunlemi02,4837500,SF,36,TOT,53,2,841,93,53,40,36,18,97,115,50,15,7,28,67,275,2016-17,2017,2016,3,29,5
dunlemi02,4837500,SF,36,CLE,23,2,366,36,20,16,14,5,42,47,20,6,2,14,32,106,2016-17,2017,2016,3,6,5
dunlemi02,4837500,SF,36,ATL,30,0,475,57,33,24,22,13,55,68,30,9,5,14,35,169,2016-17,2017,2016,3,1,5
dunnkr01,3872520,PG,22,MIN,78,7,1333,118,21,97,36,24,142,166,188,78,36,89,178,293,2016-17,2017,2016,1,18,4
duranke01,26540100,PF,28,GSW,62,62,2070,551,117,434,336,39,474,513,300,66,99,138,117,1555,2016-17,2017,2016,2,10,2
eddieja01,175000,SF,25,PHO,5,0,62,6,4,2,8,1,6,7,0,1,0,1,1,24,2016-17,2017,2016,1,24,5
eddieja01,102898,SF,25,PHO,5,0,62,6,4,2,8,1,6,7,0,1,0,1,1,24,2016-17,2017,2016,1,24,5
ellenhe01,1704120,PF,20,DET,19,2,146,23,10,13,4,8,33,41,7,1,1,14,6,60,2016-17,2017,2016,1,9,2
ellinwa01,6000000,SG,29,MIA,62,13,1500,231,149,82,37,18,114,132,70,35,4,30,70,648,2016-17,2017,2016,2,16,6
ellinwa01,923670,SG,29,MIA,62,13,1500,231,149,82,37,18,114,132,70,35,4,30,70,648,2016-17,2017,2016,2,16,6
ellismo01,10770000,SG,31,IND,74,33,1998,247,43,204,93,19,185,204,236,78,27,135,149,630,2016-17,2017,2016,2,12,6
embiijo01,4826160,C,22,PHI,31,31,786,200,36,164,191,61,182,243,66,27,76,117,112,627,2016-17,2017,2016,1,23,1
ennisja01,2898000,SF,26,MEM,64,28,1501,146,51,95,86,69,190,259,64,46,19,59,165,429,2016-17,2017,2016,1,15,5
ennisty01,1733880,PG,22,TOT,53,2,588,90,27,63,21,9,36,45,86,25,2,45,58,228,2016-17,2017,2016,1,29,4
ennisty01,1733880,PG,22,HOU,31,0,196,25,6,19,2,4,15,19,34,6,0,24,29,58,2016-17,2017,2016,1,11,4
ennisty01,1733880,PG,22,LAL,22,2,392,65,21,44,19,5,21,26,52,19,2,21,29,170,2016-17,2017,2016,1,14,4
evansty01,10661286,SF,27,TOT,40,6,788,150,42,108,69,13,124,137,124,35,9,61,60,411,2016-17,2017,2016,2,29,5
evansty01,10661286,SF,27,NOP,26,0,474,91,21,70,45,6,80,86,91,23,4,39,41,248,2016-17,2017,2016,2,19,5
evansty01,10661286,SF,27,SAC,14,6,314,59,21,38,24,7,44,51,33,12,5,22,19,163,2016-17,2017,2016,2,26,5
exumda01,3940320,PG,21,UTA,66,26,1228,155,44,111,58,30,102,132,111,21,12,80,146,412,2016-17,2017,2016,1,30,4
farieke01,12078652,PF,27,DEN,61,34,1296,228,0,228,131,183,279,462,55,43,40,59,124,587,2016-17,2017,2016,2,8,2
farmajo01,510921,PG,30,SAC,2,0,35,4,4,0,0,1,2,3,9,2,0,3,1,12,2016-17,2017,2016,2,26,4
farmajo01,82979,PG,30,SAC,2,0,35,4,4,0,0,1,2,3,9,2,0,3,1,12,2016-17,2017,2016,2,26,4
favorde01,11050000,PF,25,UTA,50,39,1186,203,3,200,67,92,213,305,56,45,40,60,103,476,2016-17,2017,2016,1,30,2
feliccr01,874636,C,24,CHI,66,0,1040,128,0,128,60,124,187,311,40,25,17,33,110,316,2016-17,2017,2016,1,4,1
feltora01,1551659,PG,32,LAC,80,11,1700,221,46,175,50,33,185,218,191,66,22,83,125,538,2016-17,2017,2016,2,13,4
ferreyo01,239767,PG,23,TOT,46,29,1197,160,68,92,74,20,91,111,172,42,9,70,90,462,2016-17,2017,2016,1,29,4
ferreyo01,202300,PG,23,TOT,46,29,1197,160,68,92,74,20,91,111,172,42,9,70,90,462,2016-17,2017,2016,1,29,4
ferreyo01,239767,PG,23,BRK,10,0,151,18,8,10,10,4,8,12,17,2,2,14,11,54,2016-17,2017,2016,1,3,4
ferreyo01,202300,PG,23,BRK,10,0,151,18,8,10,10,4,8,12,17,2,2,14,11,54,2016-17,2017,2016,1,3,4
ferreyo01,239767,PG,23,DAL,36,29,1046,142,60,82,64,16,83,99,155,40,7,56,79,408,2016-17,2017,2016,1,7,4
ferreyo01,202300,PG,23,DAL,36,29,1046,142,60,82,64,16,83,99,155,40,7,56,79,408,2016-17,2017,2016,1,7,4
finnedo01,543471,PF,23,DAL,81,35,1642,124,56,68,46,55,167,222,67,52,25,45,125,350,2016-17,2017,2016,1,7,2
forbebr01,543471,SG,23,SAS,36,0,285,36,17,19,5,2,21,23,23,1,0,11,20,94,2016-17,2017,2016,1,27,6
fournev01,17000000,SG,24,ORL,68,66,2234,408,128,280,223,44,165,209,202,66,4,141,180,1167,2016-17,2017,2016,1,22,6
foyera01,2500000,SG,33,BRK,69,40,1284,118,67,51,54,9,146,155,135,35,9,80,99,357,2016-17,2017,2016,2,3,6
fraziti01,2090000,PG,26,NOP,65,35,1525,163,40,123,98,34,139,173,335,56,6,101,133,464,2016-17,2017,2016,1,19,4
kanteen01,17145838,C,24,OKC,72,0,1533,402,5,397,224,195,287,482,67,32,38,123,154,1033,2016-17,2017,2016,1,21,1
fryech01,7806971,C,33,CLE,74,15,1398,238,137,101,63,37,253,290,45,33,37,53,138,676,2016-17,2017,2016,2,6,1
gallida01,15050000,SF,28,DEN,63,63,2134,335,126,209,349,39,286,325,135,40,15,82,93,1145,2016-17,2017,2016,2,8,5
gallola01,5200000,PG,25,TOT,74,2,1495,207,120,87,51,27,129,156,93,46,6,46,96,585,2016-17,2017,2016,1,29,4
gallola01,5200000,PG,25,NOP,55,0,1120,165,101,64,40,20,101,121,65,40,5,28,76,471,2016-17,2017,2016,1,19,4
gallola01,5200000,PG,25,SAC,19,2,375,42,19,23,11,7,28,35,28,6,1,18,20,114,2016-17,2017,2016,1,26,4
garinpa01,100000,SG,23,ORL,5,0,43,0,0,0,0,1,6,7,0,0,0,3,4,0,2016-17,2017,2016,1,22,6
garinpa01,31969,SG,23,ORL,5,0,43,0,0,0,0,1,6,7,0,0,0,3,4,0,2016-17,2017,2016,1,22,6
gasolma01,21165675,C,32,MEM,74,74,2531,532,104,428,278,60,404,464,338,67,99,166,171,1446,2016-17,2017,2016,2,15,1
gasolpa01,15500000,C,36,SAS,64,39,1627,303,56,247,130,107,394,501,150,24,70,81,110,792,2016-17,2017,2016,3,27,1
gayru01,13333333,SF,30,SAC,30,30,1013,201,42,159,118,35,155,190,83,44,26,74,79,562,2016-17,2017,2016,2,26,5
gbinimi01,650000,SG,24,DET,9,0,32,1,0,1,2,2,1,3,2,0,0,0,2,4,2016-17,2017,2016,1,9,6
geeal01,1400000,SF,29,DEN,13,0,89,3,0,3,5,4,11,15,6,5,1,4,14,11,2016-17,2017,2016,2,8,5
geeal01,495227,SF,29,DEN,13,0,89,3,0,3,5,4,11,15,6,5,1,4,14,11,2016-17,2017,2016,2,8,5
georgpa01,18314532,SF,26,IND,75,75,2689,622,195,427,336,58,434,492,251,119,27,220,206,1775,2016-17,2017,2016,1,12,5
